,idf
sequential,1.6232492903979006
series,1.146128035678238
server,1.3222192947339193
service,0.7781512503836436
set,0.9242792860618817
setting,1.3222192947339193
setup,1.3222192947339193
shade,1.6232492903979006
shadow,1.6232492903979006
share,1.3222192947339193
short,1.6232492903979006
shortage,1.6232492903979006
shortest,1.6232492903979006
signature,1.6232492903979006
significance,1.6232492903979006
similar,1.6232492903979006
simple,0.8450980400142568
simplify,1.6232492903979006
simulate,1.6232492903979006
simulates,1.6232492903979006
simulation,0.8450980400142568
simulink,1.6232492903979006
simulinkstateflow,1.6232492903979006
simultaneously,1.6232492903979006
singapore,1.6232492903979006
size,1.6232492903979006
sketch,1.3222192947339193
sketchingpresentation,1.6232492903979006
skill,0.7201593034059569
skillset,1.6232492903979006
sklearn,1.6232492903979006
small,1.6232492903979006
smart,1.146128035678238
smile,1.6232492903979006
sniff,1.6232492903979006
social,1.3222192947339193
societal,1.6232492903979006
society,1.6232492903979006
socio,1.3222192947339193
socket,1.6232492903979006
software,0.6690067809585756
solid,1.6232492903979006
solution,0.5818566052396754
solve,0.4471580313422192
solver,1.6232492903979006
solves,1.6232492903979006
sound,1.6232492903979006
source,1.6232492903979006
space,1.021189299069938
span,1.6232492903979006
spark,1.3222192947339193
spatial,1.6232492903979006
speaker,1.3222192947339193
special,1.6232492903979006
specialized,1.6232492903979006
specific,1.146128035678238
specify,1.6232492903979006
speech,1.6232492903979006
spline,1.6232492903979006
spot,1.6232492903979006
spreadsheet,1.3222192947339193
sql,1.6232492903979006
stack,1.6232492903979006
stage,1.6232492903979006
stake,1.3222192947339193
stakeholder,1.3222192947339193
standard,0.9242792860618817
start,1.021189299069938
state,0.7781512503836436
stateflow,1.6232492903979006
statistical,1.021189299069938
step,1.6232492903979006
stepsize,1.6232492903979006
stepsizes,1.6232492903979006
stimulus,1.6232492903979006
stochastic,1.146128035678238
stochasticmini,1.6232492903979006
stock,1.3222192947339193
storage,1.3222192947339193
store,1.6232492903979006
straddle,1.6232492903979006
strategic,1.3222192947339193
strategy,0.9242792860618817
strength,1.146128035678238
strong,1.3222192947339193
structure,0.7781512503836436
student,0.19188552623891317
studio,1.6232492903979006
study,0.8450980400142568
subject,1.6232492903979006
subsequently,1.6232492903979006
subset,1.6232492903979006
substitution,1.6232492903979006
success,1.6232492903979006
successful,0.9242792860618817
successfully,1.146128035678238
suitability,1.6232492903979006
suitable,1.021189299069938
summarization,1.6232492903979006
summarize,1.6232492903979006
supervise,1.021189299069938
supervisory,1.6232492903979006
supply,1.021189299069938
support,0.9242792860618817
sustainability,1.6232492903979006
sustainable,1.3222192947339193
sutd,1.6232492903979006
svms,1.3222192947339193
switch,1.6232492903979006
symbolic,1.6232492903979006
symmetric,1.6232492903979006
syntactic,1.6232492903979006
synthesize,1.3222192947339193
system,0.2082759424270825
systematic,1.6232492903979006
taam,1.6232492903979006
tableau,1.6232492903979006
tackle,1.146128035678238
tag,1.6232492903979006
tailor,1.6232492903979006
take,1.6232492903979006
tamper,1.6232492903979006
target,1.3222192947339193
task,0.9242792860618817
taught,1.6232492903979006
tcp,1.6232492903979006
tcpip,1.3222192947339193
teach,1.6232492903979006
team,1.3222192947339193
technical,1.146128035678238
technique,0.39280036901962656
technologiestools,1.6232492903979006
technology,0.4191293077419757
telehealth,1.6232492903979006
temporal,1.6232492903979006
tensorflow,1.6232492903979006
term,0.6232492903979004
terminology,1.3222192947339193
test,0.7781512503836436
text,1.021189299069938
textual,1.6232492903979006
texture,1.6232492903979006
the,1.3222192947339193
theme,1.6232492903979006
theoretic,1.6232492903979006
theoretical,1.3222192947339193
theory,0.6690067809585756
therapeutic,1.6232492903979006
thereof,1.6232492903979006
thesis,1.6232492903979006
thing,1.6232492903979006
think,1.3222192947339193
thread,1.6232492903979006
threat,1.3222192947339193
throughput,1.6232492903979006
tight,1.6232492903979006
time,0.6690067809585756
today,1.146128035678238
token,1.6232492903979006
tool,0.34449568944507153
toolbox,1.146128035678238
toolstechnologies,1.6232492903979006
topic,0.3222192947339193
topology,1.3222192947339193
touch,1.6232492903979006
trace,1.6232492903979006
tractability,1.6232492903979006
trade,1.6232492903979006
tradeoff,1.146128035678238
trading,1.021189299069938
traffic,1.146128035678238
train,1.146128035678238
training,1.146128035678238
traintest,1.6232492903979006
transaction,1.3222192947339193
transfer,1.6232492903979006
transform,1.6232492903979006
transformation,1.6232492903979006
translate,1.6232492903979006
translation,1.3222192947339193
transportation,1.146128035678238
travel,1.6232492903979006
treatment,1.3222192947339193
trillion,1.6232492903979006
trip,1.6232492903979006
tripartite,1.6232492903979006
truth,1.6232492903979006
tune,1.3222192947339193
type,1.3222192947339193
typical,1.6232492903979006
ultimately,1.6232492903979006
ultra,1.6232492903979006
uncertain,1.6232492903979006
uncertainty,1.146128035678238
uncover,1.6232492903979006
undergraduate,1.3222192947339193
underlie,0.9242792860618817
understand,0.3222192947339193
undertaken,1.6232492903979006
unified,1.6232492903979006
unit,1.146128035678238
unstructured,1.6232492903979006
unsupervised,1.146128035678238
up,1.6232492903979006
update,1.6232492903979006
ups,1.6232492903979006
upstream,1.6232492903979006
urban,1.3222192947339193
usability,1.6232492903979006
usable,1.3222192947339193
usage,1.146128035678238
use,0.2808266095756942
useful,1.021189299069938
usefully,1.6232492903979006
user,0.9242792860618817
utility,1.6232492903979006
utilization,1.6232492903979006
utilize,1.6232492903979006
utilized,1.6232492903979006
valid,1.6232492903979006
validate,1.3222192947339193
validation,1.3222192947339193
valuation,1.146128035678238
value,0.8450980400142568
variable,1.3222192947339193
variance,1.3222192947339193
variety,0.8450980400142568
vector,1.146128035678238
vehicle,1.3222192947339193
velocity,1.6232492903979006
verification,1.6232492903979006
version,1.6232492903979006
vi,1.6232492903979006
video,1.146128035678238
view,1.3222192947339193
violation,1.6232492903979006
virtual,1.3222192947339193
virtualization,1.6232492903979006
vision,1.3222192947339193
visualise,1.6232492903979006
volatility,1.6232492903979006
vr,1.6232492903979006
vulnerable,1.146128035678238
want,1.6232492903979006
water,1.6232492903979006
way,1.021189299069938
weakness,1.3222192947339193
web,1.3222192947339193
website,1.6232492903979006
weekly,1.3222192947339193
weight,1.3222192947339193
weka,1.6232492903979006
wholesale,1.6232492903979006
widely,1.6232492903979006
wifi,1.6232492903979006
window,1.6232492903979006
wireless,1.3222192947339193
word,1.3222192947339193
wordvec,1.6232492903979006
work,0.7781512503836436
world,0.6690067809585756
write,1.021189299069938
xl,1.6232492903979006
year,1.6232492903979006
zigbee,1.6232492903979006
